ticker,age_years,last_close,score_total,score_long_coil,score_tight_resistance,score_ascending_compression,pos_in_10y_range,dist_to_10y_high_pct,range_ratio_24_120,range_ratio_24_60,low_36m_above_10y_low_pct,slope_high_60m,slope_low_60m,trend_r2_60m,peak_age_months,old_peak_similarity,lifecycle,status,grade,lid_grade,coil_score,lid_slope_pct_per_year,proximity_pct,current_price_position,span_years,touches,touch_count,reviewed,review_status,review_id,review_as_of,review_algorithm_version,review_stale,review_effective,data_date,freshness,fetched_at,data_source
WES.AX,38.5,87.4000015258789,0.4637600503280756,0.5414199148832763,0.4637799046384038,0.576736837286353,0.8840412047227705,0.08169163411164511,0.43147103850617474,0.5246168839200406,0.7194476813441257,0.04516591755760484,0.048973978114589055,0.7512741798625427,0.0,0.7738376586741664,post_breakout,broken_out,,A,53.6,-0.4,304.44,above_lid_band,1.08,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:56.501Z,yfinance
HDFCBANK.NS,30.583333333333332,739.4000244140625,0.2811430318506198,0.5302375882565912,0.08168037438903616,0.2770534827590356,0.6154583097319597,0.27545318528754287,0.4019835507331566,0.7638418670696542,1.355008719910406,0.052344359361973535,0.0462666644613183,0.3437633213795652,24.0,0.8789808917197452,post_breakout,broken_out,,A,53.4,1.54,80.26,within_lid_band,2.25,3.0,3.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:45.413Z,yfinance
SHOP.TO,11.25,160.4600067138672,0.14956721548541524,0.31019095973138744,0.0,0.24463159875742027,0.6276617237025236,0.3660213242024163,0.726429431635346,0.821172196643011,13.708895588989925,0.010757812646753562,0.02185600749607333,0.28670603724523447,56.0,0.8805728791941624,post_breakout,broken_out,,A,51.5,1.67,85.36,within_lid_band,1.17,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:52.921Z,yfinance
CSX,41.583333333333336,53.22999954223633,0.4888778405162041,0.6,0.4943830647915488,0.303375071356648,0.9959328092958744,0.0033701611250707177,0.6143707218123573,0.984788117819292,1.8645303457555846,0.028830043357245986,0.013725086533406242,0.2741596223533316,0.0,0.7511701749953986,post_breakout,broken_out,,A,51.2,1.85,126.74,above_lid_band,1.92,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:43.634Z,yfinance
0700.HK,22.166666666666668,443.6000061035156,0.23010652569165693,0.38151546329681274,0.017427212289566184,0.28560326428633465,0.5061300926089373,0.37949333026890997,0.6080087010507909,0.6756019027946073,0.5715843378573973,0.006977831070423466,0.022007650079016085,0.34018980334288296,65.0,1.0,post_breakout,broken_out,,,41.4,-3.63,85.02,within_lid_band,1.08,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:35.104Z,yfinance
000660.KS,26.583333333333332,1820000.0,0.09711905952977411,0.4,0.0,0.2151429047857629,0.6049558241088656,0.3906930030130566,0.9621542940320232,0.9754281203884828,2.398176291793313,0.03500062572356,0.04802858095715258,0.3883936703135349,0.0,0.19966521593572145,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:34.091Z,yfinance
005930.KS,26.583333333333332,254500.0,0.002031092471911314,0.29514652014652015,0.0,0.002556604319879585,0.6525566043198796,0.3204272363150868,0.9398343853147259,1.0,0.7135989010989011,0.03173345289820449,-0.01921581000525549,0.308980646165261,0.0,0.25847797062750333,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:34.406Z,yfinance
2330.TW,26.583333333333332,2350.0,0.379537135010263,0.5773810027501587,0.34302731055123203,0.4593239327274389,0.9217262534376983,0.07297830374753451,0.7425428390099429,0.8106235565819861,2.008746355685131,0.047538502581219486,0.04686478654548777,0.7047056651509414,0.0,0.4260355029585799,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:35.941Z,yfinance
3690.HK,7.9167,90.3499984741211,,,,,,,,,,,,,,,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:36.539Z,yfinance
8035.T,26.583333333333332,62800.0,0.17138022236160616,0.4520665300772452,0.0188539532456955,0.31516454954783457,0.7650831625965564,0.22717204036426286,0.8233542459373131,0.9276872384741413,5.181410974244121,0.04597332682349909,0.045016277390255634,0.5130326175919087,0.0,0.5028304208712774,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:37.609Z,yfinance
8306.T,20.916666666666668,3799.0,0.3103613467099109,0.5455555555555556,0.49388058396712997,0.4969887247961484,0.9959219341683658,0.0036716496197220037,0.7611418584328575,0.8074284624385686,1.8078947368421052,0.055614311641933055,0.05439774495922969,0.9132129014864465,0.0,0.5114083398898505,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:38.088Z,yfinance
AAPL,41.583333333333336,333.0199890136719,0.4471502373346568,0.6183186224996564,0.4901987060403167,0.5183796586796139,0.9936319588794593,0.00588077637580997,0.5358848212512027,0.7863579819747676,5.401248562744981,0.054826812948016404,0.05409627611100868,0.7930266640796753,0.0,0.7081704010366447,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:39.057Z,yfinance
ADYEN.AS,8.1667,801.0,,,,,,,,,,,,,,,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:39.443Z,yfinance
AIR.PA,24.916666666666668,206.0500030517578,0.35869679850368485,0.580476360226845,0.33757503581689763,0.5092044874194835,0.9119413348122792,0.06891097961907085,0.5576856422996919,0.7165751390320949,1.4995844025174783,0.055338773171593934,0.05381844336244612,0.8281906983802553,0.0,0.7807500966861124,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:39.682Z,yfinance
ASML.AS,28.083333333333332,1563.0,0.3679108065022933,0.5537910160207586,0.25739830936375824,0.43870832640139545,0.8922387700259482,0.1022400919012062,0.7462162512569587,0.9028383124728186,4.699551696077756,0.04363050251304016,0.04429391127508945,0.4550447517026749,0.0,0.5869040711045197,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:40.216Z,yfinance
CSL.AX,32.25,116.38999938964844,0.028245301681503493,0.3427777777777778,0.0,0.0,0.10441147137348541,0.6604230506501869,0.8832838773491593,0.971581517912841,0.0,-0.0437284552348736,-0.03904531119814576,0.5264788699467365,77.0,1.0,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:43.284Z,yfinance
MQG.AX,30.083333333333332,257.92999267578125,0.5491872172949185,0.6588835760086199,0.48311384929046075,0.48404892870531063,0.9861139569516293,0.01013169042572354,0.52898170542561,0.9055465128532545,1.204400422697715,0.04191498251565075,0.04673705041431998,0.4884585953242635,54.0,0.834017735025868,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:47.420Z,yfinance
NSC,41.583333333333336,350.6600036621094,0.521575740587293,0.6321447658212567,0.46309721924956204,0.42653523008577443,0.9707787347902429,0.022141668450262775,0.5776902550717207,0.8943649506391111,1.1073895272330667,0.009771904315204758,-0.003450750735106063,0.19939342637124213,55.0,0.8343558480605893,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:49.070Z,yfinance
RY.TO,31.583333333333332,295.010009765625,0.40209029595050033,0.46651851512767645,0.4381487317710979,0.45852368129586574,0.9514890567441008,0.03711076093734125,0.6860653626667347,0.8102388270277232,0.4988888634575738,0.0469842766372695,0.046704736259173145,0.6915134395992485,0.0,0.5066257547716709,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:51.541Z,yfinance
TD.TO,31.583333333333332,169.0,0.3619048923608529,0.46577544531467313,0.4396891831742561,0.382389226196123,0.9498891572578403,0.03610335803882658,0.8083438709107931,1.0,0.4939808963130066,0.025527762521337656,0.024024116108120695,0.33175775129693497,0.0,0.6221411092903684,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:54.430Z,yfinance
UEC,19.333333333333332,9.510000228881836,0.07439525119428299,0.3244444444444444,0.0,0.2312079909220148,0.4582291226708768,0.5324483698358349,0.8249124620893851,0.8961956610047523,8.571428461950651,0.04769500262383352,0.05124159818440296,0.679150791178587,0.0,0.41002950295095153,no_structure,no_structure,,,0.0,,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:54.854Z,yfinance
