ticker,age_years,last_close,score_total,score_long_coil,score_tight_resistance,score_ascending_compression,pos_in_10y_range,dist_to_10y_high_pct,range_ratio_24_120,range_ratio_24_60,low_36m_above_10y_low_pct,slope_high_60m,slope_low_60m,trend_r2_60m,peak_age_months,old_peak_similarity,lifecycle,status,grade,lid_grade,coil_score,lid_slope_pct_per_year,proximity_pct,current_price_position,span_years,touches,touch_count,reviewed,review_status,review_id,review_as_of,review_algorithm_version,review_stale,review_effective,data_date,freshness,fetched_at,data_source
HSBA.L,38.083333333333336,1552.800048828125,0.34660179530331986,0.5380225100836293,0.46100634049069705,0.5,0.9715705378892816,0.02339619570558176,0.7482712847338316,0.7767963557394909,1.0351688256272202,0.052258406565503894,0.05589856198699517,0.82249259937124,0.0,0.6012357123992728,post_breakout,broken_out,,A,80.5,-0.03,163.47,above_lid_band,24.17,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:45.732Z,yfinance
NOVN.SW,31.333333333333332,126.9000015258789,0.3360203772383526,0.45414430478715107,0.44157262475700887,0.4849692636101871,0.9449883641732518,0.03129769827573354,0.6695321300782398,0.8053213445537908,0.4361521008641213,0.0528199522702409,0.051993852722037416,0.8265754212362866,0.0,0.7706870159120051,post_breakout,broken_out,,A,79.2,-0.38,266.25,above_lid_band,13.42,5.0,5.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:48.485Z,yfinance
BHP.AX,38.5,60.099998474121094,0.3645853649485979,0.471448340430635,0.2639151489772113,0.3685219726113676,0.879956097834883,0.08911798398983549,0.6682030711111184,0.9537518438007637,0.9561259662204635,0.022615063985193282,0.02040494826395239,0.23986171673662926,0.0,0.7705364893293128,post_breakout,broken_out,,A,73.7,0.11,159.49,above_lid_band,9.25,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:41.651Z,yfinance
NUE,41.583333333333336,247.55999755859375,0.4008086529220207,0.5632773242746771,0.2990254158092267,0.3993230599680283,0.9040966553433464,0.08615724202197378,0.7121255799566142,0.950164492093956,2.5448599311234466,0.034807661025809095,0.03486461199360567,0.29969219413200976,0.0,0.7493540220512882,post_breakout,broken_out,,A,72.7,0.07,349.06,above_lid_band,10.58,3.0,3.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:49.402Z,yfinance
CF,21.0,125.06999969482422,0.41345295093334417,0.5569511986317904,0.19147692627167134,0.4946221891421721,0.8618178349991696,0.11897722048637442,0.6104884725335727,0.7554926016623303,2.413076426775115,0.021507006794803895,0.047405882153273654,0.21957346716073345,47.0,0.8424907918973641,post_breakout,broken_out,,A,72.2,0.45,213.61,above_lid_band,2.58,3.0,3.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:42.268Z,yfinance
KN,12.5,37.58000183105469,0.0607666133414199,0.15459865957773886,0.14568259030899142,0.25841963827537606,0.8327079927717571,0.12462144039342297,0.9612257738621134,0.980229595870785,0.11324199020249859,0.02091460253956572,-0.012824275122946796,0.22701962606727666,0.0,0.7877940706827055,post_breakout,broken_out,,A,68.6,0.62,178.47,above_lid_band,7.75,3.0,3.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:46.810Z,yfinance
ENB.TO,31.583333333333332,80.20999908447266,0.4910774492062698,0.554109376511011,0.49090716195326495,0.4303780680690888,0.9907543088885171,0.005455702828041018,0.6186174059048692,0.7767810357818589,0.2931033945611835,0.04427642504244981,0.04107561361381776,0.5421492813799935,135.0,0.8200867717085596,post_breakout,broken_out,,A,68.4,0.14,133.58,above_lid_band,5.75,2.0,2.0,True,,5.0,,,False,human,2026-07-01,fresh,2026-07-27T06:45:44.707Z,yfinance
TCS.NS,24.0,2303.0,0.16724023459838958,0.4318687899737039,0.0,0.13361187734519733,0.3580882234650334,0.4985029125156514,0.7333791087015529,1.0,0.9267996909304949,0.013966574718576317,-0.0035495533134883898,0.1282863394115824,24.0,0.964886493548914,post_breakout,broken_out,,B,68.1,-2.32,206.41,above_lid_band,2.67,4.0,4.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:54.235Z,yfinance
NESN.SW,36.583333333333336,80.66999816894531,0.27376712188253943,0.5071827712683107,0.36692760660240753,0.21009786327474433,0.21767511950085297,0.378505421631014,0.34745220755548134,0.3642737752752345,0.043283604863864275,-0.05416618389218806,-0.050966830953758376,0.8858323887592434,54.0,1.0,post_breakout,broken_out,,A,66.7,0.79,124.12,above_lid_band,3.0,3.0,3.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:48.120Z,yfinance
ALV.DE,29.666666666666668,427.1000061035156,0.4313589583467272,0.7061770667173295,0.48645301149408016,0.4831236130130272,0.9888357259495268,0.008128193103551897,0.6133971239933306,0.7008528304891932,0.7963280003799712,0.05350383050462995,0.05162472260260544,0.8870908309405419,315.0,1.0334416945944553,post_breakout,broken_out,,A,66.1,-0.47,420.91,above_lid_band,7.08,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:39.946Z,yfinance
ICICIBANK.NS,24.083333333333332,1437.800048828125,0.6590462115721709,0.8459839844566133,0.8335709917405779,0.7233688558962876,0.9515902313576504,0.04146663411458333,0.27006757083261135,0.4044996326577832,3.178744901209482,0.056169223197601974,0.056942726968115184,0.8947384053557375,24.0,0.8385333658854167,post_breakout,broken_out,,A,64.7,0.69,370.05,above_lid_band,3.0,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:46.031Z,yfinance
WEGE3.SA,26.583333333333332,45.9900016784668,0.07144204746757132,0.33841216870750523,0.023347406630776363,0.21506854208298393,0.7686779253046211,0.23132207469537894,1.0,1.0,,0.04394066336726363,0.02427812335567257,0.4689976774190635,24.0,0.850409485391425,post_breakout,broken_out,,A,64.3,1.47,104.74,within_lid_band,1.83,3.0,3.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:56.248Z,yfinance
SBK.JO,26.583333333333332,32017.0,0.17070458591055362,0.4686685688387818,0.4000226030186686,0.25,0.9440790460334206,0.05554572271386431,1.0,1.0,0.0,0.04184541276946127,-0.010914592240929126,0.8606388347558932,67.0,0.808549329369469,post_breakout,broken_out,,A,63.9,-0.43,289.34,above_lid_band,5.33,3.0,3.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:52.297Z,yfinance
OR.PA,26.583333333333332,374.70001220703125,0.45395986039659686,0.5903749585920516,0.22337888834283143,0.5585090641591408,0.7145898406599672,0.1886976133912862,0.31734083012008446,0.6003719211799374,1.021086183980631,-0.002594475219948878,0.030801738016417765,0.000984456961571345,25.0,1.0,post_breakout,broken_out,,A,62.2,0.59,333.89,above_lid_band,7.08,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:49.754Z,yfinance
9984.T,26.583333333333332,5331.0,0.058734837356812244,0.35479338315130615,0.0,0.15858654438417358,0.5555489587817078,0.41249724487546835,0.907366452436436,0.9526273140933741,1.160950373634796,0.04264106514275156,0.03671730887683471,0.6121762630531846,0.0,0.3355741679523914,post_breakout,broken_out,,A,62.0,0.46,194.45,above_lid_band,3.83,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:38.547Z,yfinance
EAT,41.583333333333336,186.97999572753906,0.39653151065053305,0.6,0.4201418632028591,0.4448661748166891,0.9503141470382005,0.047914882078284524,0.7398489856035311,0.8010519029886197,3.0328570774623325,0.04584085676668727,0.043973234963337826,0.7489496273658325,0.0,0.3988492391389223,post_breakout,broken_out,,A,62.0,-0.58,361.69,above_lid_band,4.33,3.0,3.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:44.357Z,yfinance
SU.PA,26.583333333333332,268.04998779296875,0.3832565103247367,0.6397330884595475,0.30631005509887443,0.5189804369731147,0.8916577690636365,0.0873340937962972,0.5161563096096772,0.6652874665315794,1.3596137503524157,0.05316982742144088,0.05199623187769969,0.818987334864868,26.0,0.8137554990345972,post_breakout,broken_out,,A,60.7,1.34,303.89,above_lid_band,3.08,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:54.009Z,yfinance
MSFT,40.416666666666664,381.70001220703125,0.31399290036994965,0.5560966190503196,0.12550508890151438,0.3252224112268469,0.6523887724694624,0.3128094269178604,0.4214548631054584,0.6159288685815117,4.564646804722899,0.05443348478818,0.05080842287197478,0.617827853742056,24.0,0.8431901985969331,post_breakout,broken_out,,A,58.5,-0.23,81.87,within_lid_band,1.92,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:47.924Z,yfinance
6758.T,26.583333333333332,3574.0,0.2186633927387598,0.4105011933174224,0.0,0.28538364691083395,0.713126491646778,0.2516750418760469,0.6124105011933174,0.874752839245834,2.7713310580204777,0.047235569849679006,0.0494514310528112,0.6265716525051647,0.0,0.7097989949748744,post_breakout,broken_out,,A,58.3,-0.88,290.33,above_lid_band,5.0,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:36.679Z,yfinance
2454.TW,25.083333333333332,3680.0,0.15220873015747732,0.4236704747929987,0.0,0.2784994561433075,0.7295880934912483,0.2595573440643863,0.8361806938476051,0.8990308767185035,2.338345864661654,0.03430892607726694,0.04478227253041184,0.44477117574729785,0.0,0.30181086519114686,post_breakout,broken_out,,A,57.6,2.29,233.65,above_lid_band,1.25,3.0,3.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:36.316Z,yfinance
ITUB4.SA,25.666666666666668,42.099998474121094,0.0482327954396867,0.31807529738050794,0.12199265215704358,0.3464048227185902,0.8475941217256349,0.15240587827436514,1.0,1.0,,0.04668479737178727,0.034762140198591064,0.8129244933849121,0.0,0.7070495945991196,post_breakout,broken_out,,B,56.9,-1.13,147.0,above_lid_band,3.33,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:46.550Z,yfinance
SAP.DE,28.333333333333332,140.1999969482422,0.08826904453296401,0.2798721218480812,0.0,0.20501408856878284,0.3124789961044809,0.5054673828986166,0.7484527168430185,0.765005891529853,0.5990409138606089,0.05242373935216667,0.04600281771375657,0.49942892153055984,0.0,0.6965079601900077,post_breakout,broken_out,,A,55.1,-0.2,109.55,within_lid_band,1.75,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:52.058Z,yfinance
COF,31.75,202.83999633789062,0.23662128578248437,0.4132574455030558,0.0,0.28527323032504814,0.7437285031737508,0.21876450125554134,0.5928984399741143,0.7478800762270718,1.3218421936035156,0.03748067601811942,0.042801691142696205,0.5400416657919023,0.0,0.6853720031913928,post_breakout,broken_out,,A,54.8,0.49,182.52,above_lid_band,2.0,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:42.895Z,yfinance
NPN.JO,26.583333333333332,78960.0,0.17962541004056995,0.38646910901645515,0.06310249806442537,0.2815512490322127,0.5120372878192356,0.3979137436710791,0.6056407670513954,0.6116565027098044,1.2092108234301375,0.04928425521907571,0.05607232710816295,0.7480842670759376,0.0,0.6229091447187824,post_breakout,broken_out,,A,53.7,-0.83,162.43,above_lid_band,1.83,2.0,2.0,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-27T06:45:48.763Z,yfinance
