ticker,age_years,last_close,score_total,score_long_coil,score_tight_resistance,score_ascending_compression,pos_in_10y_range,dist_to_10y_high_pct,range_ratio_24_120,range_ratio_24_60,low_36m_above_10y_low_pct,slope_high_60m,slope_low_60m,trend_r2_60m,peak_age_months,old_peak_similarity,lifecycle,status,grade,lid_grade,coil_score,lid_slope_pct_per_year,proximity_pct,span_years,touches,touch_count,reviewed,review_status,review_id,review_as_of,review_algorithm_version,review_stale,review_effective,data_date,freshness,fetched_at,data_source
051910.KS,25.333333333333332,260000.0,0.39118277485701775,0.5234757858060406,0.42002743090488154,0.2335113989242175,0.09038572251007485,0.7523809523809524,0.2947610823258492,0.3514070006863418,0.0,-0.053914552551442944,-0.053378961203928064,0.7005606928853458,66.0,1.0,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:35.226Z,yfinance
1299.HK,15.833333333333334,73.80000305175781,0.08743613316946883,0.22257261445179596,0.0,0.0,0.46736685390448135,0.32479413548771235,0.6534133841669634,0.8163074844863015,0.06096127505513646,-0.04169755248976075,-0.040074318626373666,0.08371328985849624,66.0,1.0,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:20.234Z,yfinance
2330.TW,26.583333333333332,2420.0,0.41820114484089455,0.6,0.42439184746877057,0.4593239327274389,0.9513433467315422,0.045364891518737675,0.7425428390099429,0.8106235565819861,2.008746355685131,0.047538502581219486,0.04686478654548777,0.7022653301304629,0.0,0.4260355029585799,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:36.504Z,yfinance
2454.TW,25.083333333333332,3660.0,0.14981904354181858,0.4203165286657583,0.0,0.27430702348425706,0.7253956608321979,0.2635814889336016,0.8361806938476051,0.8990308767185035,2.338345864661654,0.03430892607726694,0.04478227253041184,0.4450444186934026,0.0,0.30181086519114686,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:39.540Z,yfinance
3690.HK,7.9167,79.05000305175781,,,,,,,,,,,,,,,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:21.218Z,yfinance
CBA.AX,34.916666666666664,168.8000030517578,0.27235348780851154,0.46308126227437285,0.20842277073495288,0.4881530725831661,0.8325635340769111,0.1208333174387614,0.4843389141542529,0.6390211650685886,0.7992141466452756,0.05256924613859934,0.053500770502882544,0.8182936014589949,0.0,0.7163020769755045,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:24.869Z,yfinance
MC.PA,26.583333333333332,491.5,0.32051471286393696,0.5828697724627149,0.060770248934453985,0.26438886700716824,0.4556236556943064,0.4566659150287505,0.4297951306675992,0.6968273323795653,1.9951971718213979,-0.0057038018285470405,-0.011201619566548898,0.2731113059131982,39.0,1.0,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:08.123Z,yfinance
NESN.SW,36.583333333333336,84.16000366210938,0.27642861997067164,0.5071827712683107,0.36692760660240753,0.21009786327474433,0.2732484526786827,0.3516178606825569,0.34745220755548134,0.3642737752752345,0.043283604863864275,-0.05417852850643654,-0.050966830953758376,0.8801291785703886,54.0,1.0,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:12.300Z,yfinance
PETR4.SA,26.583333333333332,40.65999984741211,0.14743788922172962,0.4817044931776821,0.06516327059012825,0.26886966297118725,0.8021306164721026,0.19786938352789746,1.0,1.0,,0.04797220078515067,0.02834780929981694,0.3481051485937501,275.0,1.3316236304735998,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:28.171Z,yfinance
PHIA.AS,31.416666666666668,24.09000015258789,0.42627779311466135,0.6204573503501257,0.3619418450730767,0.20566082879613679,0.35767645295548767,0.48949136434657986,0.31479042516125416,0.40935925420956276,0.4194651548491226,-0.033979814353188656,-0.011964347491026515,3.858238740828135e-06,310.0,1.1208492695943255,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:11.719Z,yfinance
REL.L,38.083333333333336,2478.0,0.0,0.2928525533838684,0.0,0.12677521325729177,0.5892984542211652,0.4107015457788347,1.0,1.0,,0.05469125398077809,0.030355042651458358,0.33218312470068145,24.0,0.8785576601516052,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:01.031Z,yfinance
RELIANCE.NS,30.583333333333332,1300.199951171875,0.40414015302246903,0.6645096446097497,0.15482774517786868,0.45435752015235026,0.777304061910903,0.19332428850762345,0.355162798652912,0.7419273327591968,4.222211607016669,0.0526183410021882,0.052922320123497464,0.48142196053946595,24.0,0.9981387269455779,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:21.534Z,yfinance
RY.TO,31.583333333333332,297.8599853515625,0.42355880054683914,0.46651851512767645,0.48700851232336084,0.45852368129586574,0.9897457198497176,0.007794892605983519,0.6775635499778139,0.8041397913844033,0.4988888634575738,0.047121370748487976,0.046704736259173145,0.6899706787255482,0.0,0.5170552795103037,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:08:56.257Z,yfinance
SOL.JO,26.583333333333332,17599.0,0.42974238260906134,0.7163813210311822,0.2878408642441573,0.16978220684453332,0.2747110772879316,0.6995732331853876,0.33447781533723875,0.4901320054980679,1.5522388059701493,-0.044777363798571376,-0.03241785926171509,0.5995424661332502,145.0,1.1146978490952544,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:42.222Z,yfinance
VALE3.SA,26.583333333333332,72.8499984741211,0.0821422247265752,0.33444444444444443,0.0,0.0,0.6048152787037845,0.39518472129621546,0.7606476136811484,0.8090066467689363,,-0.047970046766681235,-0.038900689480253915,0.164954178844682,62.0,1.0,no_structure,no_structure,,,0.0,,,,,,False,,,,,False,algorithm,2026-07-01,fresh,2026-07-14T06:09:27.682Z,yfinance
