ticker,age_years,last_close,score_total,score_long_coil,score_tight_resistance,score_ascending_compression,pos_in_10y_range,dist_to_10y_high_pct,range_ratio_24_120,range_ratio_24_60,low_36m_above_10y_low_pct,slope_high_60m,slope_low_60m,trend_r2_60m,peak_age_months,old_peak_similarity
AVT,41.333333333333336,71.75,0.4629946850270519,0.5596265201310048,0.4506355971261583,0.4514878000521937,0.960955564967424,0.029618641724305016,0.6190051692920622,0.9020524735421668,1.1971989009825357,0.053478713728237384,0.045297560010438734,0.6493624040766615,0.0,0.6985393538066076
XYZ,10.5,66.1500015258789,0.45349999999999996,0.5399999999999999,0.5,0.25,0.20558384390391438,0.7712892887557031,0.1958263578291177,0.21962616395262707,3.6140140287529405,-0.04883384558115221,-0.03851535537784558,0.4091949736675582,56.0,1.0
TEX,41.333333333333336,63.72999954223633,0.4472985379074612,0.7363308812165398,0.21939811011148042,0.34341447118656204,0.8704136015206747,0.10867133507361779,0.6666110621735374,0.8909941767618101,1.7322357704395175,0.04091068938592683,0.02960017393317747,0.18469359106874905,225.0,1.3558042299497377
CPT,32.833333333333336,101.77999877929688,0.446514865243253,0.5726280985177578,0.4464048065165779,0.24488777422139052,0.3333616143201456,0.43571546524038113,0.2643142321801065,0.3193932394616444,0.3253840935548406,-0.041663682465964774,-0.011668599120964263,0.424508308957376,52.0,1.0
UTHR,26.916666666666668,578.5399780273438,0.4361983369240213,0.5959952986527952,0.41327295317431106,0.5,0.944994123315994,0.04828182058240885,0.6957532307463532,0.825877094362188,1.751177622906049,0.05306621681260552,0.05558089372855535,0.6928699340794171,0.0,0.46569278901811006
AER,19.5,148.97000122070312,0.4259706103195995,0.5778183285818893,0.4945551355609194,0.5619246455874697,0.958690830867684,0.03853105154661918,0.5032521600241193,0.6177170232726014,4.12667924931005,0.05165185891487879,0.05459701363868826,0.8461668053320606,0.0,0.57080160738252
STLD,29.5,195.3000030517578,0.3848293343735021,0.610986069384603,0.3958763892288657,0.5317981097794879,0.9319344769512657,0.06317454833706501,0.5442141823262824,0.6667511102911513,5.044726690174506,0.05528460968775146,0.0557037264569096,0.8544441452512016,0.0,0.7259557511954438
CASY,41.333333333333336,742.4500122070312,0.37510008078511825,0.5800191761457522,0.4315880098863349,0.4907017415979261,0.9535251472129207,0.04104719406819906,0.6735203915743527,0.7632621062607137,1.3501438210931416,0.05250324675263942,0.05314034831958523,0.8439037215186246,0.0,0.418996941580691
TECH,37.25,58.65999984741211,0.3605175776326492,0.6139461667463906,0.3110049976267132,0.18227827946176187,0.31640618444318935,0.5685574884197612,0.3498331148932086,0.43978770261385813,1.0109265738273578,-0.05211380249789594,-0.04306312403227366,0.734604731644351,55.0,1.0
EWY,26.0,146.67999267578125,0.3075649030113548,0.423632828638332,0.39973646731895485,0.4594826986442181,0.9349775064124645,0.04889124941797545,0.9117798973683294,0.9878538445272282,0.2673811763127031,0.004862076162693828,-0.03295085049014228,0.0812777635373031,0.0,0.6244326435579752
AVY,41.333333333333336,170.85000610351562,0.3056813426314624,0.5354277290682141,0.026349545107411342,0.3291516408663313,0.6202631879870314,0.2682456346157805,0.4683805458711064,0.9436843320794136,1.279066211121531,-0.014224881993815865,0.03513707524899078,0.0636360818992624,53.0,0.9818400277884068
DD,53.916666666666664,46.68000030517578,0.30064172426132585,0.5547174212198949,0.19005371250394618,0.21535757071327116,0.8534545299364145,0.11355866994994314,0.7391502206028523,0.9443261271661527,0.8979881013928801,0.029239267584769118,0.006112720796653212,0.30555812221703293,99.0,0.8716661512551376
PTCT,12.916666666666666,73.01000213623047,0.2833761493448592,0.4798983849885163,0.09550590181814922,0.33314179762163726,0.8264047214545194,0.1655999755859375,0.7042051136263762,0.8400743356221063,3.349875874442985,0.011191550859945854,-0.009124284752702211,0.3018944885520437,132.0,0.8996571568080357
PPC,38.416666666666664,35.09000015258789,0.1773044855154725,0.29124687543266914,0.048963110662299844,0.2704681958498121,0.4879350350851475,0.38610916294156405,0.5450116471073078,0.6314516450727802,0.4196300489880641,0.05026360100793705,0.05026958861139727,0.5512705589062655,0.0,0.717284816470416
BDC,32.5,130.25,0.1608467270581898,0.4581025258661674,0.057692704648502194,0.39416302377399903,0.7788024954957067,0.18588664586573048,0.5873559402111977,0.6696345806095836,1.370790801352261,0.056333994019327725,0.05613148935681508,0.87074607102926,0.0,0.6196011866357085
BKNG,27.166666666666668,181.1199951171875,0.1557350942390953,0.4117260303629683,0.050135777483990646,0.3466449139704673,0.7228704828458354,0.22457921891800206,0.5619912585430737,0.6298099115224131,1.2188676950732926,0.05450198711807477,0.052026398372461154,0.8199844969484239,0.0,0.6709581991712256
LAZ,21.0,50.02000045776367,0.12399075624264735,0.34467525387304543,0.0,0.0856435232308726,0.7233831032724457,0.18187764218014504,0.7256219131020478,0.8258776989901421,0.23304675436037284,0.02852874960498877,0.001920119825828889,0.21785650260270106,98.0,0.981354278687784
