ticker,age_years,last_close,score_total,score_long_coil,score_tight_resistance,score_ascending_compression,pos_in_10y_range,dist_to_10y_high_pct,range_ratio_24_120,range_ratio_24_60,low_36m_above_10y_low_pct,slope_high_60m,slope_low_60m,trend_r2_60m,peak_age_months,old_peak_similarity
AIG,41.333333333333336,77.0199966430664,0.6173294026362439,0.8878079635639551,0.5445742404539151,0.6576772569741377,0.8465277353922526,0.12546841251331592,0.2648611068725586,0.43808867975190535,2.0460486429694913,0.05509576572002892,0.054583460503838756,0.7734084882393044,304.0,23.5608039876256
ALL,32.916666666666664,214.8800048828125,0.5817980725955605,0.6590188113834572,0.7047461441082056,0.6090031855763235,0.9877473785641812,0.008627428452998846,0.39372294100706506,0.5172146340166056,0.5682208639025645,0.052905848590171084,0.04901046390266975,0.7584451830272344,24.0,0.8162860100382064
AMZN,29.0,249.02000427246094,0.5572423457979153,0.6635115165286574,0.5287233965256982,0.4285438846446598,0.957573066697378,0.03704563652337999,0.4738264049586197,0.6038832871910794,2.0838415816665643,0.04015060889658869,0.024830897796767625,0.4961017946535875,0.0,0.7338360394179474
LNT,41.333333333333336,72.30000305175781,0.46989004628400355,0.5296246706416046,0.4490350086489117,0.4035117000009706,0.9468623874039316,0.028225785363601655,0.6414474189065545,0.866666744916867,0.2944380775020033,0.023202645609115245,0.024373416015386194,0.21541260718749422,48.0,0.8786290511545766
GOOGL,21.75,332.9100036621094,0.46976111822026667,0.5558507377754192,0.4218865421585689,0.47533386766398067,0.9489800888859407,0.046103141369314114,0.6610393631464613,0.7847248300344613,2.0835786540729746,0.045966241754162876,0.05006677353279613,0.5891070373762826,0.0,0.5006017384351495
ALGN,25.333333333333332,184.69000244140625,0.46727113023327016,0.6215189254466493,0.4490296626194603,0.24601271255119728,0.16885694657242006,0.7495559029300599,0.26116440485664766,0.282216262891191,0.6853156655426862,-0.05406862658654176,-0.04259070520877278,0.6251134764461417,55.0,1.0
AVT,41.333333333333336,71.75,0.4629946850270519,0.5596265201310048,0.4506355971261583,0.4514878000521937,0.960955564967424,0.029618641724305016,0.6190051692920622,0.9020524735421668,1.1971989009825357,0.053478713728237384,0.045297560010438734,0.6493624040766615,0.0,0.6985393538066076
ADI,41.333333333333336,348.6000061035156,0.4628305484448488,0.6,0.433002911101256,0.45925884726936256,0.9530591729268679,0.04019825333924639,0.6576536317343944,0.8904318458849131,1.9708646910672758,0.04979203288020361,0.04685176945387251,0.6866758801315835,0.0,0.5622246423049241
GOOG,21.75,330.5799865722656,0.4587821056229651,0.5472764222065413,0.3921771520207899,0.4755478489774735,0.9382621944248433,0.05589035460615851,0.6545718897114616,0.7779902235043598,2.150988129926214,0.04606166293397747,0.050109569795494704,0.5931695032856128,0.0,0.5038412144627961
AFL,41.333333333333336,111.94000244140625,0.4581429521076085,0.6724844279925246,0.5383251456036734,0.6172808311300632,0.9233247038605925,0.061850463227398865,0.4023896452668425,0.5692240275689805,1.778500187345126,0.05582206907137262,0.05609379321284776,0.9150467531999037,0.0,0.7229299560580891
AMAT,41.333333333333336,395.6400146484375,0.457263674283496,0.6,0.45232719662456666,0.4548975242372704,0.969961081885613,0.028603682025260004,0.7311193145564685,0.8434720700550752,4.714285826301496,0.04725123377202914,0.045979504847454084,0.5217684152623405,0.0,0.5276584231218773
AEE,28.333333333333332,111.86000061035156,0.4477987347484263,0.543505423025411,0.44329103215064514,0.33173040985494645,0.9469883259683355,0.031766625185864546,0.6664740675247155,0.9513401936009988,0.44773217891639033,0.034266792048324377,0.02134608197098929,0.2545027529254006,48.0,0.8586514151856717
